County,Population,State,Housing_Data_Residing_in_Group_Quarters,Housing_Data_Total_Housing_Units,Vehicle_Access_1_Mile,Vehicle_Access_1-2_Mile,Vehicle_Access_10_Miles,Vehicle_Access_20_Miles,Low_Access_Numbers_Children_1_Mile,Low_Access_Numbers_Children_1-2_Mile,Low_Access_Numbers_Children_10_Miles,Low_Access_Numbers_Children_20_Miles,Low_Access_Numbers_Low_Income_People_1_Mile,Low_Access_Numbers_Low_Income_People_1-2_Mile,Low_Access_Numbers_Low_Income_People_10_Miles,Low_Access_Numbers_Low_Income_People_20_Miles,Low_Access_Numbers_People_1_Mile,Low_Access_Numbers_People_1-2_Mile,Low_Access_Numbers_People_10_Miles,Low_Access_Numbers_People_20_Miles,Low_Access_Numbers_Seniors_1_Mile,Low_Access_Numbers_Seniors_1-2_Mile,Low_Access_Numbers_Seniors_10_Miles,Low_Access_Numbers_Seniors_20_Miles,Low_Income_Rate_1_Mile,Low_Income_Rate_1-2_Mile,Low_Income_Rate_10_Miles,Low_Income_Rate_20_Miles,FIPS
Elmore County,79303,Alabama,5483,28301,1050,1213,0,0,15103,17580,7,0,17735,20891,5,0,65450,74501,23,0,7846,8750,3,0,0.270970206,0.280412343,0.217391304,0,01051
Escambia County,38319,Alabama,3199,14157,354,524,32,0,5691,7680,481,0,13259,17487,1048,0,26460,34573,2126,0,3763,5205,319,0,0.501095994,0.505799323,0.492944497,0,01053
Etowah County,104430,Alabama,2085,42036,1201,1865,0,0,16901,21114,0,0,26018,34331,0,0,74258,91811,0,0,11979,14549,0,0,0.350373024,0.373931228,0,0,01055
Fayette County,17241,Alabama,291,7100,292,374,3,0,2694,3329,38,0,5609,6710,74,0,12385,15102,163,0,2194,2666,23,0,0.452886556,0.444312012,0.45398773,0,01057
Franklin County,31704,Alabama,272,12286,319,458,11,0,5064,6413,180,0,9475,12081,354,0,21191,26405,893,0,3167,3994,139,0,0.447123779,0.457526984,0.396416573,0,01059
Geneva County,26790,Alabama,229,10920,362,437,0,0,4425,5039,2,0,8506,9824,4,0,19662,22435,8,0,3168,3707,0,0,0.432611128,0.43788723,0.5,0,01061
Greene County,9045,Alabama,45,3764,382,439,147,0,1769,1974,730,0,4762,5215,2058,0,7194,8041,2971,0,1098,1265,464,0,0.661940506,0.648551175,0.692696062,0,01063
Hale County,15760,Alabama,334,6273,477,563,93,0,3205,3458,573,0,6344,6970,1099,0,13004,13940,2389,0,1852,1985,380,0,0.487849892,0.5,0.460025115,0,01065
Henry County,17302,Alabama,199,6994,292,342,3,0,2969,3606,59,0,5547,6563,114,0,13405,15992,240,0,2318,2828,34,0,0.413800821,0.410392696,0.475,0,01067
Houston County,101547,Alabama,1416,40969,873,1767,18,0,12744,19984,181,0,19193,31400,324,0,52641,81158,707,0,7349,11541,97,0,0.364601736,0.386899628,0.458274399,0,01069
Jackson County,53227,Alabama,597,21513,735,903,31,0,9659,11317,678,0,19690,23045,1403,0,43181,50425,3045,0,6909,8250,492,0,0.455987587,0.457015369,0.460755337,0,01071
Jefferson County,658466,Alabama,15774,263568,8404,16010,49,0,74064,127030,624,0,105330,189254,1190,0,306891,531938,4441,0,40955,70300,450,0,0.343216321,0.355782065,0.267957667,0,01073
Lamar County,14564,Alabama,217,6103,296,382,1,0,2374,2747,18,0,5035,5747,60,0,11127,12748,89,0,2142,2407,12,0,0.452502921,0.450815814,0.674157303,0,01075
Lauderdale County,92709,Alabama,1891,38680,841,2133,20,0,12754,17389,170,0,18655,29702,401,0,57045,80684,828,0,9070,13308,135,0,0.327022526,0.36812751,0.484299517,0,01077
Lawrence County,34339,Alabama,229,13654,586,709,56,0,7158,7735,548,0,11018,12150,981,0,30683,33171,2214,0,4260,4715,329,0,0.359091354,0.366283802,0.443089431,0,01079
Lee County,140247,Alabama,4410,55682,953,2038,13,0,19831,28120,209,0,25354,46162,316,0,77360,119052,797,0,7655,11327,87,0,0.327740434,0.387746531,0.396486826,0,01081
Limestone County,82782,Alabama,2907,31446,901,1114,3,0,16365,18755,80,0,21879,25162,57,0,67917,78037,309,0,8130,9454,40,0,0.322143204,0.322436793,0.184466019,0,01083
Lowndes County,11299,Alabama,96,4352,533,563,232,0,2613,2699,1171,0,5749,5977,2284,0,10656,11018,4411,0,1526,1581,581,0,0.539508258,0.542475948,0.517796418,0,01085
Macon County,21452,Alabama,1772,8499,805,994,116,0,3778,4201,521,0,8761,10292,1138,0,17711,20428,2201,0,2558,2842,313,0,0.494664333,0.503818289,0.51703771,0,01087
Madison County,334811,Alabama,8042,134700,2622,5187,3,0,40683,66801,81,0,44342,79103,100,0,165732,277105,346,0,18666,32931,51,0,0.267552434,0.285462189,0.289017341,0,01089
Marengo County,21027,Alabama,254,8535,378,597,93,0,3047,4095,1000,0,6252,8278,2065,0,12839,17291,3950,0,2113,2929,643,0,0.486953813,0.478746169,0.52278481,0,01091
Marion County,30776,Alabama,868,12651,355,504,7,0,5185,6096,194,0,10818,12827,316,0,23186,27622,932,0,3874,4923,187,0,0.466574657,0.464376222,0.339055794,0,01093
Marshall County,93019,Alabama,1047,35810,826,1343,0,0,14958,19899,0,0,25394,34223,0,0,60924,80017,0,0,8708,11822,0,0,0.416814392,0.427696614,0,0,01095
Mobile County,412992,Alabama,6808,158435,3393,7470,2,0,49762,81039,126,0,73370,126600,127,0,193433,320208,847,0,23794,40790,179,0,0.379304462,0.395368011,0.149940968,0,01097
Monroe County,23068,Alabama,230,9214,789,926,272,0,4713,5459,1014,0,9731,11217,2613,2,18266,21231,4295,3,2697,3208,739,1,0.532738421,0.528331214,0.608381839,0.666666667,01099
Montgomery County,229363,Alabama,9082,89981,2628,6155,86,0,20720,44225,945,0,30406,73999,2043,0,83407,179428,5160,0,9058,20850,916,0,0.364549738,0.412416122,0.395930233,0,01101
Morgan County,119490,Alabama,2133,47030,1137,2046,6,0,17298,25318,85,0,24140,37984,69,0,71887,103759,336,0,9850,14259,44,0,0.335804805,0.366079087,0.205357143,0,01103
Perry County,10591,Alabama,721,3947,505,577,279,0,2232,2518,1151,0,6014,7131,2950,0,8815,10453,4187,0,1504,1736,619,0,0.682246171,0.682196499,0.704561739,0,01105
Pickens County,19746,Alabama,334,8012,530,683,26,0,3229,4094,185,0,6606,8181,295,0,14454,17773,820,0,2365,2967,136,0,0.457036115,0.460304957,0.359756098,0,01107
Pike County,32899,Alabama,1963,13210,434,803,23,0,4375,5808,332,0,8707,14468,547,0,19385,28403,1382,0,2677,3497,229,0,0.449161723,0.509382812,0.395803184,0,01109
Randolph County,22913,Alabama,407,9164,423,483,75,0,4436,4983,658,0,7674,8529,1490,0,18783,20868,2939,0,3113,3463,453,0,0.408560933,0.408711903,0.506975162,0,01111
Russell County,52947,Alabama,574,21229,702,1421,220,6,5800,9652,764,16,9226,16825,1739,62,24032,39420,3927,111,3210,5404,754,24,0.383904794,0.4268138,0.442831678,0.558558559,01113
Shelby County,195085,Alabama,2574,74072,1418,1919,4,0,33173,44586,47,0,26574,36752,98,0,126073,172280,353,0,13646,18409,60,0,0.210782642,0.213327142,0.277620397,0,01117
St. Clair County,83593,Alabama,1967,31624,782,927,0,0,16384,18733,0,0,21797,25384,0,0,68877,78916,0,0,8880,10310,0,0,0.31646268,0.321658472,0,0,01115
Sumter County,13763,Alabama,718,5629,444,568,139,0,2005,2595,579,5,5555,7250,1480,10,8951,11741,2483,21,1523,1823,447,3,0.62060105,0.617494251,0.596053161,0.476190476,01119
Talladega County,82291,Alabama,3143,31890,1464,2231,0,0,13563,17351,10,0,25131,33313,13,0,59391,75022,37,0,7984,10382,5,0,0.423144921,0.444043081,0.351351351,0,01121
Tallapoosa County,41616,Alabama,576,16985,1085,1354,28,0,7142,8496,460,0,13082,16295,815,0,33202,38797,2227,0,5778,6661,398,0,0.394012409,0.420006702,0.365963179,0,01123
Tuscaloosa County,194656,Alabama,10423,76141,1112,2886,23,0,21923,34422,836,0,26868,53687,817,0,90383,152578,3266,0,10131,16562,453,0,0.297268292,0.351865931,0.250153092,0,01125
Walker County,67023,Alabama,866,26571,1175,1425,0,0,12094,13868,28,0,22899,26247,49,0,53204,61228,167,0,8161,9662,36,0,0.43039997,0.428676423,0.293413174,0,01127
Washington County,17581,Alabama,147,6758,228,236,49,0,4100,4349,516,0,7199,7601,788,0,16113,17045,1966,0,2323,2503,315,0,0.446782101,0.445937225,0.400813835,0,01129
Wilcox County,11670,Alabama,108,4484,666,683,220,0,3040,3127,1305,1,6152,6260,2763,3,11304,11591,4897,5,1696,1738,738,1,0.54423213,0.540074195,0.564222994,0.6,01131
Winston County,24484,Alabama,301,10163,474,614,19,0,4142,4718,213,0,8930,10159,415,0,19554,22073,1033,0,3320,3821,204,0,0.456684054,0.460245549,0.401742498,0,01133
Aleutians East Borough,3141,Alaska,1726,553,126,131,56,34,346,360,56,35,1047,1081,458,418,2950,3041,1226,1119,145,151,44,42,0.354915254,0.355475173,0.373572594,0.373547811,02013
